Date,HomeAway
2010-09-05,36
2010-09-06,44
2010-09-07,34
2010-09-08,32
2010-09-09,31
2010-09-10,30
2010-09-11,29
2010-09-12,29
2010-09-13,29
2010-09-14,29
2010-09-15,29
2010-09-16,29
2010-09-17,29
2010-09-18,29
2010-09-19,28
2010-09-20,27
2010-09-21,26
2010-09-22,25
2010-09-23,24
2010-09-24,23
2010-09-25,23
2010-09-26,24
2010-09-27,25
2010-09-28,26
2010-09-29,28
2010-09-30,29
2010-10-01,30
2010-10-02,32
2010-10-03,30
2010-10-04,29
2010-10-05,27
2010-10-06,26
2010-10-07,24
2010-10-08,23
2010-10-09,22
2010-10-10,22
2010-10-11,22
2010-10-12,22
2010-10-13,22
2010-10-14,22
2010-10-15,22
2010-10-16,22
2010-10-17,23
2010-10-18,25
2010-10-19,27
2010-10-20,29
2010-10-21,30
2010-10-22,32
2010-10-23,34
2010-10-24,33
2010-10-25,31
2010-10-26,29
2010-10-27,28
2010-10-28,26
2010-10-29,25
2010-10-30,24
2010-10-31,24
2010-11-01,25
2010-11-02,26
2010-11-03,27
2010-11-04,28
2010-11-05,29
2010-11-06,30
2010-11-07,30
2010-11-08,30
2010-11-09,31
2010-11-10,31
2010-11-11,32
2010-11-12,32
2010-11-13,33
2010-11-14,33
2010-11-15,34
2010-11-16,34
2010-11-17,35
2010-11-18,36
2010-11-19,37
2010-11-20,38
2010-11-21,33
2010-11-22,31
2010-11-23,29
2010-11-24,28
2010-11-25,26
2010-11-26,24
2010-11-27,23
2010-11-28,23
2010-12-05,23
2010-12-06,23
2010-12-07,23
2010-12-08,23
2010-12-09,23
2010-12-10,23
2010-12-11,23
2010-12-12,23
2010-12-13,23
2010-12-14,23
2010-12-15,24
2010-12-16,24
2010-12-17,24
2010-12-18,25
2010-12-19,24
2010-12-20,24
2010-12-21,24
2010-12-22,24
2010-12-23,24
2010-12-24,24
2010-12-25,24
2010-12-26,27
2010-12-27,31
2010-12-28,34
2010-12-29,38
2010-12-30,41
2010-12-31,45
2011-01-01,48
2011-01-02,46
2011-01-03,44
2011-01-04,42
2011-01-05,40
2011-01-06,38
2011-01-07,36
2011-01-08,35
2011-01-09,35
2011-01-10,35
2011-01-11,35
2011-01-12,35
2011-01-13,35
2011-01-14,35
2011-01-15,36
2011-01-16,36
2011-01-17,36
2011-01-18,36
2011-01-19,36
2011-01-20,36
2011-01-21,36
2011-01-22,36
2011-01-23,37
2011-01-24,38
2011-01-25,40
2011-01-26,41
2011-01-27,42
2011-01-28,44
2011-01-29,45
2011-01-30,43
2011-01-31,41
2011-02-01,39
2011-02-02,38
2011-02-03,36
2011-02-04,34
2011-02-05,33
2011-02-06,37
2011-02-07,42
2011-02-08,47
2011-02-09,52
2011-02-10,57
2011-02-11,61
2011-02-12,66
2011-02-13,63
2011-02-14,60
2011-02-15,57
2011-02-16,55
2011-02-17,52
2011-02-18,49
2011-02-19,47
2011-02-20,46
2011-02-21,45
2011-02-22,45
2011-02-23,44
2011-02-24,43
2011-02-25,43
2011-02-26,42
2011-02-27,40
2011-03-06,32
2011-03-07,34
2011-03-08,36
2011-03-09,39
2011-03-10,41
2011-03-11,43
2011-03-12,46
2011-03-13,49
2011-03-14,52
2011-03-15,55
2011-03-16,58
2011-03-17,61
2011-03-18,64
2011-03-19,67
2011-03-20,63
2011-03-21,59
2011-03-22,55
2011-03-23,51
2011-03-24,47
2011-03-25,43
2011-03-26,40
2011-03-27,40
2011-03-28,42
2011-03-29,43
2011-03-30,43
2011-03-31,44
2011-04-01,45
2011-04-02,46
2011-04-03,45
2011-04-04,43
2011-04-05,41
2011-04-06,40
2011-04-07,38
2011-04-08,37
2011-04-09,36
2011-04-10,37
2011-04-11,38
2011-04-12,40
2011-04-13,41
2011-04-14,43
2011-04-15,44
2011-04-16,46
2011-04-17,44
2011-04-18,42
2011-04-19,40
2011-04-20,39
2011-04-21,37
2011-04-22,35
2011-04-23,34
2011-04-24,34
2011-04-25,35
2011-04-26,36
2011-04-27,37
2011-04-28,38
2011-04-29,39
2011-04-30,40
2011-05-01,41
2011-05-02,44
2011-05-03,45
2011-05-04,47
2011-05-05,49
2011-05-06,51
2011-05-07,53
2011-05-08,52
2011-05-09,51
2011-05-10,50
2011-05-11,49
2011-05-12,48
2011-05-13,47
2011-05-14,46
2011-05-15,46
2011-05-16,47
2011-05-17,47
2011-05-18,48
2011-05-19,48
2011-05-20,48
2011-05-21,49
2011-05-22,47
2011-05-23,45
2011-05-24,43
2011-05-25,42
2011-05-26,40
2011-05-27,38
2011-05-28,37
2011-05-29,39
2011-06-05,51
2011-06-06,50
2011-06-07,50
2011-06-08,49
2011-06-09,49
2011-06-10,48
2011-06-11,48
2011-06-12,46
2011-06-13,44
2011-06-14,42
2011-06-15,40
2011-06-16,38
2011-06-17,36
2011-06-18,35
2011-06-19,41
2011-06-20,47
2011-06-21,53
2011-06-22,59
2011-06-23,65
2011-06-24,71
2011-06-25,77
2011-06-26,80
2011-06-27,84
2011-06-28,88
2011-06-29,91
2011-06-30,95
2011-07-01,98
2011-07-02,102
2011-07-03,94
2011-07-04,83
2011-07-05,74
2011-07-06,66
2011-07-07,57
2011-07-08,49
2011-07-09,41
2011-07-10,43
2011-07-11,45
2011-07-12,47
2011-07-13,49
2011-07-14,51
2011-07-15,53
2011-07-16,55
2011-07-17,54
2011-07-18,53
2011-07-19,52
2011-07-20,51
2011-07-21,51
2011-07-22,50
2011-07-23,49
2011-07-24,51
2011-07-25,53
2011-07-26,55
2011-07-27,57
2011-07-28,59
2011-07-29,61
2011-07-30,63
2011-07-31,60
2011-08-01,58
2011-08-02,56
2011-08-03,53
2011-08-04,51
2011-08-05,49
2011-08-06,47
2011-08-07,47
2011-08-08,47
2011-08-09,47
2011-08-10,47
2011-08-11,47
2011-08-12,47
2011-08-13,47
2011-08-14,48
2011-08-15,49
2011-08-16,50
2011-08-17,52
2011-08-18,53
2011-08-19,54
2011-08-20,56
2011-08-21,55
2011-08-22,56
2011-08-23,56
2011-08-24,55
2011-08-25,55
2011-08-26,55
2011-08-27,55
2011-08-28,53
2011-09-04,38
2011-09-05,38
2011-09-06,38
2011-09-07,39
2011-09-08,39
2011-09-09,39
2011-09-10,40
2011-09-11,39
2011-09-12,39
2011-09-13,39
2011-09-14,39
2011-09-15,38
2011-09-16,38
2011-09-17,38
2011-09-18,37
2011-09-19,35
2011-09-20,34
2011-09-21,33
2011-09-22,32
2011-09-23,31
2011-09-24,30
2011-09-25,31
2011-09-26,33
2011-09-27,35
2011-09-28,37
2011-09-29,39
2011-09-30,41
2011-10-01,43
2011-10-02,43
2011-10-03,43
2011-10-04,43
2011-10-05,44
2011-10-06,44
2011-10-07,44
2011-10-08,45
2011-10-09,43
2011-10-10,42
2011-10-11,40
2011-10-12,39
2011-10-13,38
2011-10-14,36
2011-10-15,35
2011-10-16,35
2011-10-17,36
2011-10-18,36
2011-10-19,37
2011-10-20,37
2011-10-21,38
2011-10-22,39
2011-10-23,38
2011-10-24,38
2011-10-25,37
2011-10-26,37
2011-10-27,36
2011-10-28,36
2011-10-29,36
2011-10-30,37
2011-10-31,39
2011-11-01,41
2011-11-02,43
2011-11-03,44
2011-11-04,46
2011-11-05,48
2011-11-06,46
2011-11-07,44
2011-11-08,43
2011-11-09,41
2011-11-10,40
2011-11-11,38
2011-11-12,37
2011-11-13,37
2011-11-14,37
2011-11-15,37
2011-11-16,37
2011-11-17,37
2011-11-18,38
2011-11-19,38
2011-11-20,37
2011-11-21,37
2011-11-22,36
2011-11-23,36
2011-11-24,35
2011-11-25,35
2011-11-26,35
2011-11-27,38
2011-12-04,53
2011-12-05,50
2011-12-06,47
2011-12-07,45
2011-12-08,42
2011-12-09,39
2011-12-10,37
2011-12-11,36
2011-12-12,37
2011-12-13,37
2011-12-14,36
2011-12-15,36
2011-12-16,36
2011-12-17,36
2011-12-18,35
2011-12-19,33
2011-12-20,32
2011-12-21,30
2011-12-22,29
2011-12-23,28
2011-12-24,27
2011-12-25,27
2011-12-26,28
2011-12-27,29
2011-12-28,30
2011-12-29,31
2011-12-30,32
2011-12-31,33
2012-01-01,36
2012-01-02,39
2012-01-03,42
2012-01-04,45
2012-01-05,48
2012-01-06,51
2012-01-07,54
2012-01-08,53
2012-01-09,53
2012-01-10,52
2012-01-11,52
2012-01-12,51
2012-01-13,51
2012-01-14,51
2012-01-15,52
2012-01-16,53
2012-01-17,54
2012-01-18,55
2012-01-19,56
2012-01-20,57
2012-01-21,58
2012-01-22,58
2012-01-23,57
2012-01-24,57
2012-01-25,56
2012-01-26,56
2012-01-27,56
2012-01-28,56
2012-01-29,54
2012-01-30,53
2012-01-31,52
2012-02-01,51
2012-02-02,49
2012-02-03,48
2012-02-04,47
2012-02-05,47
2012-02-06,46
2012-02-07,46
2012-02-08,46
2012-02-09,46
2012-02-10,46
2012-02-11,46
2012-02-12,47
2012-02-13,48
2012-02-14,49
2012-02-15,50
2012-02-16,51
2012-02-17,52
2012-02-18,53
2012-02-19,51
2012-02-20,50
2012-02-21,49
2012-02-22,47
2012-02-23,46
2012-02-24,45
2012-02-25,44
2012-02-26,45
2012-03-04,54
2012-03-05,53
2012-03-06,52
2012-03-07,51
2012-03-08,50
2012-03-09,49
2012-03-10,48
2012-03-11,49
2012-03-12,50
2012-03-13,51
2012-03-14,52
2012-03-15,53
2012-03-16,54
2012-03-17,56
2012-03-18,54
2012-03-19,52
2012-03-20,50
2012-03-21,49
2012-03-22,47
2012-03-23,45
2012-03-24,44
2012-03-25,45
2012-03-26,46
2012-03-27,47
2012-03-28,48
2012-03-29,49
2012-03-30,50
2012-03-31,52
2012-04-01,53
2012-04-02,54
2012-04-03,55
2012-04-04,57
2012-04-05,58
2012-04-06,59
2012-04-07,61
2012-04-08,59
2012-04-09,58
2012-04-10,57
2012-04-11,55
2012-04-12,54
2012-04-13,52
2012-04-14,51
2012-04-15,49
2012-04-16,48
2012-04-17,46
2012-04-18,45
2012-04-19,43
2012-04-20,42
2012-04-21,41
2012-04-22,42
2012-04-23,44
2012-04-24,46
2012-04-25,47
2012-04-26,49
2012-04-27,50
2012-04-28,52
2012-04-29,50
2012-04-30,48
2012-05-01,46
2012-05-02,44
2012-05-03,42
2012-05-04,40
2012-05-05,39
2012-05-06,39
2012-05-07,40
2012-05-08,40
2012-05-09,41
2012-05-10,41
2012-05-11,42
2012-05-12,43
2012-05-13,46
2012-05-14,49
2012-05-15,52
2012-05-16,55
2012-05-17,58
2012-05-18,61
2012-05-19,64
2012-05-20,61
2012-05-21,58
2012-05-22,55
2012-05-23,53
2012-05-24,50
2012-05-25,47
2012-05-26,45
2012-05-27,45
2012-06-03,44
2012-06-04,43
2012-06-05,42
2012-06-06,41
2012-06-07,40
2012-06-08,39
2012-06-09,39
2012-06-10,43
2012-06-11,48
2012-06-12,52
2012-06-13,57
2012-06-14,61
2012-06-15,66
2012-06-16,70
2012-06-17,67
2012-06-18,63
2012-06-19,60
2012-06-20,56
2012-06-21,53
2012-06-22,50
2012-06-23,47
2012-06-24,48
2012-06-25,49
2012-06-26,50
2012-06-27,51
2012-06-28,52
2012-06-29,53
2012-06-30,55
2012-07-01,55
2012-07-02,55
2012-07-03,55
2012-07-04,56
2012-07-05,56
2012-07-06,56
2012-07-07,57
2012-07-08,59
2012-07-09,61
2012-07-10,63
2012-07-11,65
2012-07-12,67
2012-07-13,69
2012-07-14,72
2012-07-15,70
2012-07-16,70
2012-07-17,69
2012-07-18,67
2012-07-19,66
2012-07-20,65
2012-07-21,64
2012-07-22,63
2012-07-23,62
2012-07-24,61
2012-07-25,60
2012-07-26,59
2012-07-27,58
2012-07-28,57
2012-07-29,57
2012-07-30,58
2012-07-31,58
2012-08-01,58
2012-08-02,59
2012-08-03,59
2012-08-04,59
2012-08-05,57
2012-08-06,55
2012-08-07,53
2012-08-08,51
2012-08-09,49
2012-08-10,47
2012-08-11,45
2012-08-12,46
2012-08-13,48
