Date,Genpact
2006-11-05,46
2006-11-06,48
2006-11-07,49
2006-11-08,50
2006-11-09,52
2006-11-10,53
2006-11-11,55
2006-11-12,54
2006-11-13,53
2006-11-14,52
2006-11-15,51
2006-11-16,50
2006-11-17,49
2006-11-18,48
2006-11-19,47
2006-11-20,46
2006-11-21,45
2006-11-22,44
2006-11-23,43
2006-11-24,42
2006-11-25,41
2006-11-26,41
2006-11-27,41
2006-11-28,41
2006-11-29,41
2006-11-30,41
2006-12-01,41
2006-12-02,41
2006-12-03,39
2006-12-04,37
2006-12-05,35
2006-12-06,33
2006-12-07,31
2006-12-08,29
2006-12-09,27
2006-12-10,28
2006-12-11,29
2006-12-12,30
2006-12-13,32
2006-12-14,33
2006-12-15,34
2006-12-16,36
2006-12-17,37
2006-12-18,38
2006-12-19,39
2006-12-20,41
2006-12-21,42
2006-12-22,43
2006-12-23,44
2006-12-24,42
2006-12-25,39
2006-12-26,37
2006-12-27,34
2006-12-28,32
2006-12-29,30
2006-12-30,28
2006-12-31,29
2007-01-01,30
2007-01-02,31
2007-01-03,32
2007-01-04,33
2007-01-05,34
2007-01-06,36
2007-01-07,38
2007-01-08,41
2007-01-09,44
2007-01-10,47
2007-01-11,49
2007-01-12,52
2007-01-13,55
2007-01-14,53
2007-01-15,51
2007-01-16,50
2007-01-17,48
2007-01-18,47
2007-01-19,45
2007-01-20,44
2007-01-21,44
2007-01-22,45
2007-01-23,45
2007-01-24,46
2007-01-25,47
2007-01-26,47
2007-01-27,48
2007-01-28,47
2007-02-04,43
2007-02-05,44
2007-02-06,45
2007-02-07,46
2007-02-08,47
2007-02-09,48
2007-02-10,50
2007-02-11,48
2007-02-12,46
2007-02-13,45
2007-02-14,43
2007-02-15,41
2007-02-16,39
2007-02-17,38
2007-02-18,37
2007-02-19,37
2007-02-20,36
2007-02-21,36
2007-02-22,35
2007-02-23,35
2007-02-24,35
2007-02-25,36
2007-02-26,37
2007-02-27,39
2007-02-28,40
2007-03-01,42
2007-03-02,43
2007-03-03,45
2007-03-04,46
2007-03-05,47
2007-03-06,48
2007-03-07,50
2007-03-08,51
2007-03-09,52
2007-03-10,53
2007-03-11,52
2007-03-12,50
2007-03-13,48
2007-03-14,47
2007-03-15,45
2007-03-16,44
2007-03-17,43
2007-03-18,42
2007-03-19,42
2007-03-20,42
2007-03-21,42
2007-03-22,42
2007-03-23,42
2007-03-24,42
2007-03-25,43
2007-05-01,47
2007-05-02,46
2007-05-03,46
2007-05-04,46
2007-05-05,46
2007-05-06,46
2007-05-07,46
2007-05-08,48
2007-05-09,47
2007-05-10,48
2007-05-11,48
2007-05-12,49
2007-05-13,51
2007-05-14,54
2007-05-15,56
2007-05-16,63
2007-05-17,61
2007-05-18,64
2007-05-19,67
2007-05-20,65
2007-05-21,64
2007-05-22,62
2007-05-23,61
2007-05-24,62
2007-05-25,60
2007-05-26,57
2007-05-27,57
2007-05-28,57
2007-05-29,58
2007-05-30,60
2007-05-31,59
2007-06-01,59
2007-06-02,60
2007-06-03,59
2007-06-04,59
2007-06-05,59
2007-06-06,59
2007-06-07,60
2007-06-08,59
2007-06-09,59
2007-06-10,58
2007-06-11,57
2007-06-12,56
2007-06-13,55
2007-06-14,57
2007-06-15,54
2007-06-16,53
2007-06-17,52
2007-06-18,52
2007-06-19,51
2007-06-20,51
2007-06-21,50
2007-06-22,50
2007-06-23,50
2007-06-24,50
2007-06-25,53
2007-06-26,50
2007-06-27,50
2007-06-28,50
2007-06-29,50
2007-06-30,51
2007-07-01,51
2007-07-02,51
2007-07-03,52
2007-07-04,52
2007-07-05,53
2007-07-06,53
2007-07-07,54
2007-07-08,56
2007-07-09,61
2007-07-10,60
2007-07-11,63
2007-07-12,67
2007-07-13,67
2007-07-14,70
2007-07-15,75
2007-07-16,70
2007-07-17,70
2007-07-18,80
2007-07-19,71
2007-07-20,71
2007-07-21,72
2007-07-22,70
2007-07-23,69
2007-07-24,68
2007-07-25,68
2007-07-26,65
2007-07-27,67
2007-07-28,63
2007-07-29,68
2007-07-30,73
2007-07-31,79
2007-08-01,84
2007-08-02,89
2007-08-03,98
2007-08-04,104
2007-08-05,96
2007-08-06,90
2007-08-07,90
2007-08-08,81
2007-08-09,77
2007-08-10,74
2007-08-11,68
2007-08-12,65
2007-08-13,62
2007-08-14,61
2007-08-15,56
2007-08-16,53
2007-08-17,50
2007-08-18,48
2007-08-19,48
2007-08-20,49
2007-08-21,50
2007-08-22,51
2007-08-23,53
2007-08-24,53
2007-08-25,54
2007-08-26,53
2007-08-27,52
2007-08-28,51
2007-08-29,50
2007-08-30,49
2007-08-31,48
2007-09-01,48
2007-09-02,48
2007-09-03,49
2007-09-04,50
2007-09-05,50
2007-09-06,51
2007-09-07,52
2007-09-08,53
2007-09-09,51
2007-09-10,50
2007-09-11,48
2007-09-12,47
2007-09-13,45
2007-09-14,44
2007-09-15,43
2007-09-16,44
2007-09-17,46
2007-09-18,47
2007-09-19,49
2007-09-20,50
2007-09-21,54
2007-09-22,55
2007-09-23,51
2007-09-24,48
2007-09-25,47
2007-09-26,43
2007-09-27,41
2007-09-28,38
2007-09-29,36
2007-09-30,37
2007-10-01,38
2007-10-02,40
2007-10-03,41
2007-10-04,43
2007-10-05,44
2007-10-06,46
2007-10-07,45
2007-10-08,45
2007-10-09,44
2007-10-10,46
2007-10-11,43
2007-10-12,43
2007-10-13,43
2007-10-14,42
2007-10-15,42
2007-10-16,42
2007-10-17,41
2007-10-18,41
2007-10-19,41
2007-10-20,41
2007-10-21,40
2007-10-22,40
2007-10-23,40
2007-10-24,40
2007-10-25,41
2007-10-26,40
2007-10-27,40
2007-10-28,40
2007-10-29,40
2007-10-30,40
2007-10-31,40
2007-11-01,40
2007-11-02,40
2007-11-03,41
2007-11-04,40
2007-11-05,39
2007-11-06,38
2007-11-07,37
2007-11-08,36
2007-11-09,35
2007-11-10,35
2007-11-11,36
2007-11-12,37
2007-11-13,38
2007-11-14,40
2007-11-15,42
2007-11-16,42
2007-11-17,44
2007-11-18,44
2007-11-19,45
2007-11-20,45
2007-11-21,46
2007-11-22,47
2007-11-23,47
2007-11-24,49
2007-11-25,47
2007-11-26,46
2007-11-27,45
2007-11-28,46
2007-11-29,43
2007-11-30,42
2007-12-01,42
2007-12-02,41
2007-12-03,40
2007-12-04,39
2007-12-05,38
2007-12-06,37
2007-12-07,36
2007-12-08,36
2007-12-09,35
2007-12-10,35
2007-12-11,35
2007-12-12,35
2007-12-13,35
2007-12-14,35
2007-12-15,35
2007-12-16,36
2007-12-17,38
2007-12-18,39
2007-12-19,43
2007-12-20,42
2007-12-21,44
2007-12-22,46
2007-12-23,45
2007-12-24,44
2007-12-25,43
2007-12-26,43
2007-12-27,42
2007-12-28,41
2007-12-29,41
2007-12-30,43
2007-12-31,41
2008-01-01,41
2008-01-02,41
2008-01-03,41
2008-01-04,41
2008-01-05,41
2008-01-06,41
2008-01-07,42
2008-01-08,42
2008-01-09,43
2008-01-10,43
2008-01-11,44
2008-01-12,45
2008-01-13,45
2008-01-14,47
2008-01-15,46
2008-01-16,49
2008-01-17,47
2008-01-18,48
2008-01-19,49
2008-01-20,46
2008-01-21,44
2008-01-22,42
2008-01-23,41
2008-01-24,37
2008-01-25,35
2008-01-26,33
2008-01-27,33
2008-01-28,34
2008-01-29,34
2008-01-30,35
2008-01-31,35
2008-02-01,36
2008-02-02,37
2008-02-03,40
2008-02-04,43
2008-02-05,46
2008-02-06,50
2008-02-07,56
2008-02-08,55
2008-02-09,59
2008-02-10,57
2008-02-11,55
2008-02-12,53
2008-02-13,53
2008-02-14,49
2008-02-15,49
2008-02-16,47
2008-02-17,45
2008-02-18,45
2008-02-19,44
2008-02-20,44
2008-02-21,45
2008-02-22,43
2008-02-23,43
2008-02-24,42
2008-02-25,42
2008-02-26,42
2008-02-27,41
2008-02-28,41
2008-02-29,41
2008-03-01,41
2008-03-02,41
2008-03-03,41
2008-03-04,41
2008-03-05,43
2008-03-06,42
2008-03-07,41
2008-03-08,42
2008-03-09,41
2008-03-10,40
2008-03-11,39
2008-03-12,38
2008-03-13,37
2008-03-14,36
2008-03-15,36
2008-03-16,36
2008-03-17,36
2008-03-18,36
2008-03-19,36
2008-03-20,36
2008-03-21,36
2008-03-22,36
2008-03-23,37
2008-03-24,38
2008-03-25,40
2008-03-26,40
2008-03-27,41
2008-03-28,42
2008-03-29,43
2008-03-30,41
2008-03-31,40
2008-04-01,38
2008-04-02,37
2008-04-03,35
2008-04-04,34
2008-04-05,33
2008-04-06,33
2008-04-07,33
2008-04-08,33
2008-04-09,33
2008-04-10,33
2008-04-11,33
2008-04-12,34
2008-04-13,34
2008-04-14,34
2008-04-15,34
2008-04-16,34
2008-04-17,34
2008-04-18,34
2008-04-19,34
2008-04-20,34
2008-04-21,35
2008-04-22,36
2008-04-23,39
2008-04-24,37
2008-04-25,38
2008-04-26,39
2008-04-27,39
2008-04-28,39
2008-04-29,40
2008-04-30,39
2008-05-04,38
2008-05-05,37
2008-05-06,36
2008-05-07,35
2008-05-08,34
2008-05-09,34
2008-05-10,33
2008-05-11,33
2008-05-12,33
2008-05-13,33
2008-05-14,33
