Date,Virtusa
2008-04-12,35
2008-04-13,35
2008-04-14,36
2008-04-15,36
2008-04-16,36
2008-04-17,36
2008-04-18,36
2008-04-19,37
2008-04-20,37
2008-04-21,37
2008-04-22,37
2008-04-23,38
2008-04-24,38
2008-04-25,38
2008-04-26,38
2008-04-27,39
2008-04-28,39
2008-04-29,39
2008-04-30,39
2008-05-01,40
2008-05-02,39
2008-05-03,39
2008-05-04,39
2008-05-05,39
2008-05-06,39
2008-05-07,39
2008-05-08,39
2008-05-09,38
2008-05-10,38
2008-05-11,38
2008-05-12,38
2008-05-13,38
2008-05-14,38
2008-05-15,38
2008-05-16,38
2008-05-17,37
2008-05-18,37
2008-05-19,37
2008-05-20,37
2008-05-21,37
2008-05-22,37
2008-05-23,37
2008-05-24,37
2008-05-25,36
2008-05-26,36
2008-05-27,36
2008-05-28,36
2008-05-29,36
2008-05-30,36
2008-05-31,36
2008-06-01,36
2008-06-02,36
2008-06-03,36
2008-06-04,36
2008-06-05,36
2008-06-06,36
2008-06-07,36
2008-06-08,36
2008-06-09,37
2008-06-10,37
2008-06-11,37
2008-06-12,37
2008-06-13,37
2008-06-14,37
2008-06-15,37
2008-06-16,38
2008-06-17,38
2008-06-18,38
2008-06-19,38
2008-06-20,38
2008-06-21,38
2008-06-22,38
2008-06-23,38
2008-06-24,39
2008-06-25,39
2008-06-26,39
2008-06-27,39
2008-06-28,39
2008-06-29,39
2008-06-30,39
2008-07-01,40
2008-07-02,41
2008-07-03,43
2008-07-04,45
2008-07-05,47
2008-07-06,49
2008-07-07,51
2008-07-08,53
2008-07-09,55
2008-07-10,57
2008-07-11,59
2008-07-12,61
2008-07-13,63
2008-07-14,65
2008-07-15,67
2008-07-16,69
2008-07-17,70
2008-07-18,72
2008-07-19,74
2008-07-20,76
2008-07-21,78
2008-07-22,80
2008-07-23,82
2008-07-24,84
2008-07-25,86
2008-07-26,88
2008-07-27,90
2008-07-28,92
2008-07-29,94
2008-07-30,96
2008-07-31,98
2008-08-01,100
2008-08-02,98
2008-08-03,96
2008-08-04,94
2008-08-05,92
2008-08-06,90
2008-08-07,88
2008-08-08,86
2008-08-09,85
2008-08-10,83
2008-08-11,81
2008-08-12,79
2008-08-13,77
2008-08-14,75
2008-08-15,73
2008-08-16,71
2008-08-17,70
2008-08-18,68
2008-08-19,66
2008-08-20,64
2008-08-21,62
2008-08-22,60
2008-08-23,58
2008-08-24,56
2008-08-25,55
2008-08-26,53
2008-08-27,51
2008-08-28,49
2008-08-29,47
2008-08-30,45
2008-08-31,43
2008-09-01,42
