Date,ipo stock
2009-11-29,11
2009-12-06,14
2009-12-13,13
2009-12-20,13
2009-12-27,11
2010-01-03,12
2010-01-10,11
2010-01-17,15
2010-01-24,10
2010-01-31,10
2010-02-07,11
2010-02-14,12
2010-02-21,13
2010-02-28,13
2010-03-07,19
2010-03-14,12
2010-03-21,17
2010-03-28,18
2010-04-04,13
2010-04-11,15
2010-04-18,13
2010-04-25,19
2010-05-02,12
2010-05-09,10
2010-05-16,11
2010-05-23,10
2010-05-30,10
2010-06-06,10
2010-06-13,18
2010-06-20,10
2010-06-27,18
2010-07-04,9
2010-07-11,21
2010-07-18,12
2010-07-25,13
2010-08-01,16
2010-08-08,13
2010-08-15,13
2010-08-22,14
2010-08-29,15
2010-09-05,15
2010-09-12,16
2010-09-19,16
2010-09-26,25
2010-10-03,19
2010-10-10,23
2010-10-17,34
2010-10-24,22
2010-10-31,30
2010-11-07,32
2010-11-14,47
2010-11-21,24
2010-11-28,30
2010-12-05,22
2010-12-12,14
2010-12-19,18
2010-12-26,18
2011-01-02,19
2011-01-09,12
2011-01-16,14
2011-01-23,18
2011-01-30,14
2011-02-06,22
2011-02-13,12
2011-02-20,13
2011-02-27,14
2011-03-06,14
2011-03-13,14
2011-03-20,11
2011-03-27,20
2011-04-03,12
2011-04-10,23
2011-04-17,15
2011-04-24,15
2011-05-01,19
2011-05-08,12
2011-05-15,32
2011-05-22,19
2011-05-29,18
2011-06-05,15
2011-06-12,24
2011-06-19,18
2011-06-26,19
2011-07-03,13
2011-07-10,22
2011-07-17,25
2011-07-24,26
2011-07-31,16
2011-08-07,12
2011-08-14,11
2011-08-21,10
2011-08-28,6
2011-09-04,8
2011-09-11,11
2011-09-18,9
2011-09-25,7
2011-10-02,6
2011-10-09,10
2011-10-16,11
2011-10-23,9
2011-10-30,13
2011-11-06,8
2011-11-13,13
2011-11-20,11
2011-11-27,9
2011-12-04,12
2011-12-11,20
2011-12-18,6
2011-12-25,9
2012-01-01,12
2012-01-08,12
2012-01-15,11
2012-01-22,19
2012-01-29,71
2012-02-05,20
2012-02-12,24
2012-02-19,19
2012-02-26,16
2012-03-04,12
2012-03-11,15
2012-03-18,15
2012-03-25,15
2012-04-01,14
2012-04-08,11
2012-04-15,17
2012-04-22,14
2012-04-29,27
2012-05-06,21
2012-05-13,100
2012-05-20,45
2012-05-27,22
2012-06-03,15
2012-06-10,10
2012-06-17,13
2012-06-24,8
2012-07-01,6
2012-07-08,7
2012-07-15,13
2012-07-22,13
2012-07-29,9
2012-08-05,13
2012-08-12,12
2012-08-19,6
2012-08-26,7
2012-09-02,14
2012-09-09,12
2012-09-16,11
2012-09-23,15
2012-09-30,8
2012-10-07,13
2012-10-14,14
2012-10-21,10
2012-10-28,9
2012-11-04,7
2012-11-11,7
2012-11-18,9
2012-11-25,11
2012-12-02,11
2012-12-09,11
2012-12-16,10
2012-12-23,10
2012-12-30,6
2013-01-06,9
2013-01-13,10
2013-01-20,8
2013-01-27,10
2013-02-03,14
2013-02-10,11
2013-02-17,7
2013-02-24,11
2013-03-03,7
2013-03-10,9
2013-03-17,11
2013-03-24,14
2013-03-31,7
2013-04-07,12
2013-04-14,7
2013-04-21,10
2013-04-28,13
2013-05-05,10
2013-05-12,12
2013-05-19,8
2013-05-26,9
2013-06-02,10
2013-06-09,10
2013-06-16,8
2013-06-23,7
2013-06-30,7
2013-07-07,8
2013-07-14,13
2013-07-21,12
2013-07-28,12
2013-08-04,18
2013-08-11,15
2013-08-18,10
2013-08-25,9
2013-09-01,8
2013-09-08,12
2013-09-15,20
2013-09-22,20
2013-09-29,18
2013-10-06,16
2013-10-13,24
2013-10-20,27
2013-10-27,24
2013-11-03,55
2013-11-10,27
2013-11-17,20
2013-11-24,11
2013-12-01,16
2013-12-08,20
2013-12-15,0
